Language,Image,2012q2,2012q3,2012q4,2013q1,2013q2,2013q3,2013q4,2014q1,2014q2,2014q3,2014q4,2015q1,2015q2,2015q3,2015q4,2016q1,2016q2,2016q3,2016q4,2017q1,2017q2,2017q3,2017q4,2018q1,2018q2,2018q3,2018q4,2019q1,2019q2,2019q3,2019q4,2020q1,2020q2,2020q3,2020q4,2021q1,2021q2,2021q3,2021q4
Chapel,,0,0,0,0,0,0,0,0,0,9.494498939577705e-06,9.84292091901175e-06,9.05897146528515e-06,2.3170061632363943e-05,1.3414246208210704e-05,0,0,0,0,0,0,1.0104237403587283e-05,0,0,8.797654980709616e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alloy,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0539764877879838e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arduino,,2.0905318766042656e-05,3.693272982000869e-05,2.0992424260901165e-05,3.5190619922838466e-05,5.3744090327701325e-05,0.0002112586541813054,0.0002469848745599861,0.0005109997048082356,0.00048610981745802513,0.0006763309902415852,0.0006618458999473021,0.0009696777050485188,0.0010629977924359111,0.0013396062082945482,0.0013933003545745816,0.001714622898611927,0.0018990341265952425,0.0015136211747920334,0.0018660264286899742,0.001575895759844654,0.0024437989938573255,0.0010102650036851212,0.000973160525951687,0.0004727346532954703,0.0002073727829104528,0.0001598546591289697,0.00016377605769346104,0.00014993582746584462,0.00011141385333231223,0.0001137205583702483,0.00011279787635507387,0.00012202469650681816,0.00011856463894991405,0.00010218703318056794,0.00011458831072711677,0.00011273646295342233,8.304138136569856e-05,7.358389071016066e-05,6.574109358117802e-05
Red,,0,0,0,0,0,1.4982145115663902e-05,0.0001153070577616395,0.00014708671105137294,0.0001908805925685755,1.4982145115663902e-05,1.472082863108837e-05,1.3588457197927725e-05,0.00024073932470384212,0.00012245332955181462,0.00021192471406902114,0.0004289911031130673,0.0004771006710363504,0.0002496107186677103,0.00018457491637640305,0.00032230312417526666,0.00042260749009994026,0.0005330976601028634,0.00022155594771556736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WebAssembly,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7159782487126678e-05,6.343438854324195e-05,0.0001384602121224858,0.0037235005142908883,0.00020299156853704055,0.00024179982879317282,0.0010444492830900495,0.0009754673470729856,0.0002695566455053856,0.0003260760557130752,0.00025667007200360866,0.000329144788182687,0.00032538508217891106,0.00044466565832364897,0.0003776926170713979,0.0002733513698964547,0.00034129638074954826,0.00024150415770725253
Ruby,,0.0487401039419188,0.04964518499302689,0.05809765152935985,0.08023776660855697,0.08390662636052199,0.08835290428009669,0.09534141991572914,0.11413259142273907,0.12296475601432444,0.12857732465096094,0.13366691366900718,0.15925515598866544,0.15889421769999698,0.1675663230781443,0.18226153706844944,0.19938942531277923,0.16581139789632648,0.14730267833418342,0.1443943169665621,0.14098953122332408,0.15318966924704627,0.11914974191553068,0.10926857219425577,0.1079337827983694,0.08360900021441277,0.07839402956049188,0.07428350656309171,0.08247950419851148,0.05398100022192973,0.07015113410942661,0.07871866651024946,0.07729377996201534,0.07900692565702151,0.06892693371754692,0.07435550026933058,0.07789332236717064,0.06936534292492444,0.057566555470459364,0.04340274024292947
SourcePawn,,0,0,0,1.541767258995646e-05,1.3849773682503259e-05,2.944165726217674e-05,2.2386112178637343e-05,4.503354084185022e-05,0.000156289401834142,0.00023026571589980895,0.00020116297433796064,0.00038637154902295193,0.0001500304775171427,0.00042711426634102164,0.000432798693958235,0.0006375199085191393,0.0006869349093311189,0.0008780546671467276,0.0006493220241115891,0.0006613494801793551,0.0005973766948818679,0.0007698491381544366,0.0006562729009230829,0.0004835067937873898,0.0003464038745808278,0.0003341463472454316,0.0003165658670970413,0.0003248278339767409,0.0002696581705652982,0.00023614436724588505,0.00015903540721313598,0.0002670653459002631,0.00038272906150393655,0.00014882972064815823,0.00020813607901606454,0.00023873110989797375,4.870683328863259e-05,4.5117708065255186e-05,0.00010798094397257635
Objective-C,,0.01106375106420767,0.013293825110865316,0.015823943522338138,0.02357214016843872,0.02481250742401799,0.029338706198426746,0.04102413587567223,0.05022251903539118,0.05261047501793156,0.051464410472631936,0.051183563339265,0.06240052765298931,0.07169459243150841,0.07785444509329112,0.0814720460375585,0.07853695725422685,0.0724517329208888,0.0660828810021254,0.05917694562357201,0.05158570031207375,0.05187701964598718,0.040818191421652036,0.03660835795342436,0.0328899301003912,0.02786645962355306,0.024804618386857463,0.020020265750219438,0.02075758986903098,0.014464765148744615,0.018139885413570245,0.016596061951452825,0.013598578858536122,0.015190731466784874,0.012221461587461594,0.011555687475575331,0.009948333676038238,0.008272352149961307,0.007957012485310317,0.0061408651933978
Mask,,0,0,0,0,0,0,1.1323714331606438e-05,1.2804507744201126e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAXScript,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.494498939577705e-06,0,0,0,1.8379259415145833e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C,,0.015040810305894717,0.017837643129671885,0.022843116928114113,0.02902332320370457,0.03007331854450166,0.035307472438992134,0.04258761136524687,0.05333165760637319,0.05543576151936012,0.06045905386534503,0.08154655086721269,0.08648116505671019,0.09670206364482795,0.1042137190255078,0.11253259405063815,0.12666782408323746,0.13239947099683808,0.11733209181919063,0.12406561997043475,0.11989501543626302,0.12081789044630988,0.10298486306722068,0.10059847742653487,0.09438709673727966,0.07229480533523099,0.07066295513608434,0.06804602957327802,0.07493094672562525,0.05063592476577636,0.07118739566347032,0.0700417957281563,0.07345136170223102,0.08739866985478237,0.06589689145838395,0.06812047303896838,0.07000867921879919,0.06175136393661605,0.05696256399252486,0.04529535869391943
Lean,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6114516548824546e-05,1.2630296754484104e-05,0,0,9.494498939577705e-06,2.9093235282742695e-05,7.032373623618054e-05,0,1.1585030816181971e-05,9.05897146528515e-06,0,0,0,0,0,0,0,2.4912171529534162e-05,0,0,0,0,0,0.0024412690616652253
Genshi,,0,0,0,0,0,0,0,1.4198195661937302e-05,0,8.797654980709616e-06,0,1.0191342898445794e-05,1.6375833033400078e-05,1.1585030816181971e-05,0,0,0,9.668709929294728e-06,0,0,0,0,0,0,0,0,0,0,0,7.913573416940494e-05,6.861420597984636e-05,0,0,0,0,0,0,0,0
LilyPond,,0,0,0,0,0,0,0,0,0,0,0,8.884760475568128e-06,8.884760475568128e-06,0,1.0017131908728771e-05,2.465085504495863e-05,2.3605589106656498e-05,2.7264019890713963e-05,1.4285301156795814e-05,1.2978718733918147e-05,0,0,0,0,0,0,0,0,0,0,1.2804507744201126e-05,1.8379259415145833e-05,1.6985571497409656e-05,0,0,1.0452659383021328e-05,0,0,0
GDScript,,0,0,0,0,0,0,0,0,0,0,3.318719354109271e-05,1.1236608836747926e-05,0.0002768003791294509,0.00016675653686914598,0.00033870222344751263,0.0002249237668489279,0.0003520186428548056,0.0004179115515958962,0.00024931937153869116,0.00021508678998658967,0.0002669063809743757,7.40111617051616e-05,8.129749873258231e-05,0.00011875628555354641,0.00010032998863912313,7.642112087627632e-05,7.043500396847538e-05,9.795244818473637e-05,6.18196950166867e-05,4.86714763004511e-05,4.821013529286389e-05,0.00020832211547252517,0.00010864580728678895,9.688161159331498e-05,6.943182164187573e-05,7.496791373292231e-05,6.620243458876524e-05,6.689444610014605e-05,4.9132817308038315e-05
Clean,,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0104237403587283e-05,0,0,2.5609015488402253e-05,8.797654980709616e-06,1.1846347300757504e-05,0,0,0,8.971865970426639e-06,0,9.233182455002173e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CSS,,0.003475404432114319,0.004041979673932646,0.004869616082373648,0.009360820775368234,0.011616987440013608,0.0209163129950512,0.02744258157908447,0.038518243465447265,0.040835999516042124,0.042087310031470246,0.05180502664457311,0.06370961847602871,0.06887256658188068,0.07897136319620764,0.08296115158857092,0.10960878617668715,0.09744583197317247,0.09171062866452175,0.09564991281983551,0.08516074335442829,0.0948564429626536,0.05893324574451416,0.050435996212034796,0.05002655598534971,0.035135418612289734,0.03587720850311736,0.03337153804840861,0.03265503766863467,0.022380479808907176,0.02603667231065895,0.02541900803352913,0.023316664700880556,0.02546493182261997,0.0202987400519324,0.019320921653513023,0.019257939320436457,0.0180476037010964,0.0164894639765079,0.006999876788630738
Clojure,,0.0014236734246451995,0.0015569480194810924,0.0015793844718717288,0.0018912987578897076,0.001976505196922144,0.0025030831729234027,0.003162793658505238,0.006955882850389904,0.0058743190643100384,0.00706435083017997,0.00849378362575914,0.009552921102254405,0.009974261211469613,0.01258708068700947,0.013977755838772695,0.012635074533942497,0.011696183788553388,0.01058175399813148,0.010489467940122803,0.009973530568503532,0.010142300267223618,0.007904418668722851,0.008032509931601269,0.007644112903094539,0.006325615166212371,0.005932173228308306,0.005677517905386027,0.005287851387798963,0.0032111314678767463,0.004263718532527929,0.003975954717249602,0.003932363032442172,0.004313764537789827,0.004164472135911184,0.0033873344350642148,0.002926122467360969,0.002672685151045015,0.0026769524356517987,0.0017713100440591456
QML,,0,0,9.320287949860684e-06,2.055689678660861e-05,0,1.2194769280191549e-05,0.00010398311483914957,0.0003104732799499168,0.00031242485688382947,0.00036677276845493333,0.0005670067501398584,0.0011674597343081692,0.0012887368188214835,0.0013828207144718685,0.001496980285121204,0.0013536107860597556,0.0012310300559394939,0.001344698802835384,0.0015827042637893368,0.0016689247140961457,0.0020319488511285756,0.0010816957676697476,0.0009647107614649509,0.0014279355187845932,0.0005880891442643853,0.00039173230681105063,0.0005070984340286809,0.0005357187743411393,0.0003673682811113139,0.0004893041161479059,0.0004929556495958403,0.0004611560005012363,0.00046994682700739085,0.0003514200285768119,0.0003760915064087491,0.00023824290944846597,0.00031642072975238226,0.00033061930808264207,0.00023227268187284343
Prolog,,0,1.3849773682503259e-05,1.2194769280191549e-05,1.6637149517975614e-05,1.898899787915541e-05,6.241457181797137e-05,0.00010208647443866745,4.0852477088641686e-05,0.0001915116944500232,6.84649189587897e-05,0.00017895040774782632,0.0003495600221844582,0.00019156467730407797,0.0002574648078875835,0.0005814367410776407,0.000256353014778948,0.0004951509595577197,0.00016507329067625776,0.0004203586920683435,0.00029338950916880734,0.000251795128007241,0.0003249814979181992,0.00042052650386190864,0.00030146751356489393,0.0002431775792604875,8.566690649770656e-05,9.785519203455253e-05,0.00010253968040705076,8.899141264479178e-05,8.520721678597766e-05,8.507814911950437e-05,9.946988556110777e-05,7.224299539452132e-05,6.718922539686935e-05,8.534264675570885e-05,7.386735381605111e-05,6.945880071067791e-05,5.2960140873974725e-05,3.693272982000869e-05
Perl6,,0.00010801081362455372,0.00012098953235847186,5.8012259575768364e-05,7.290729919657375e-05,0.00018647179032607253,0.000233954498242161,0.00013910747528904217,0.00018981850065142545,0.000267739292127733,0.00037163141016110385,0.0002912616255421917,0.0006394891627851637,0.0007968713889663952,0.000861540031981376,0.0017049189556201613,0.001071871534933403,0.0010672593447342046,0.0011204407726296297,0.001546549609290428,0.0009627341975680775,0.0018231105716706177,1.393687917736177e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pawn,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0005547709849906411,0.00011365997712157948,0,0,0,9.146076960143662e-06,0
DOT,,0,0,0,0,0,0,1.071397586759686e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KRL,,0,0,0,0,0,0,0,0,4.372695841897255e-05,5.9493052988363054e-05,1.236898026990857e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nemerle,,0,0,0,0,0,0,0,0,6.82784691229077e-05,2.229900668377883e-05,2.700270340613843e-05,2.0208474807174565e-05,3.031271221076185e-05,3.4319564974253356e-05,2.9354551767318227e-05,3.301298255137569e-05,1.1323714331606438e-05,1.1236608836747926e-05,0,0,0,0,0,0,0,0,8.797654980709616e-06,0,0,0,0,0,0,0,0,0,0,0,0
sed,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.832497178653021e-05,4.7908022172181086e-05,7.743678492921633e-05,9.006708168370044e-05,7.107808380454502e-05,6.323858926727904e-05,3.31000880462342e-05,2.4215327570666075e-05,2.5347699003826717e-05,2.8396391323874604e-05,1.4023984672220281e-05,1.1846347300757504e-05,1.3849773682503259e-05,1.0801081362455371e-05,0
Sass,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001490614984262768
Nginx,,0,0,0,0,0,0.0003245533988376052,0.0004641090536327375,7.365637742246968e-05,8.237824309915363e-05,9.762017484362245e-05,0.00013494353169485538,0.0001874570717838801,0.00040551660550513824,0.0006238047399048602,0.0007470502556456031,0.0007762108145565543,0.0008194313929161536,0.0008666725877804855,0.0007896176081906852,0.0005612465073472024,0.0006519664403383913,0.0003280442142931913,0.00020788550810445393,0.00011187519433989945,8.258004035811134e-05,6.966249214566935e-05,0,0,0,0,0,0,0,0,0,0,0,0,0
LabVIEW,,0,0,0,0,0,0,0,0,0,1.6811360507692636e-05,0.0001928103419326672,0.000281197065410447,2.4302433065524585e-05,2.5870331972977785e-05,3.4406670469111866e-05,4.2333270501236376e-05,0.00010898478805855473,0.00015751837386328478,0.0001575801367325163,0.00014218623542931486,0.0002709323458136629,0.00010752299602618929,1.3588457197927725e-05,1.0452659383021328e-05,0,0,0,0,0,0,0,1.071397586759686e-05,9.494498939577705e-06,0,0,0,0,0,0
Forth,,0,0,0,0,0,1.541767258995646e-05,1.4459512146512836e-05,1.4982145115663902e-05,1.2804507744201126e-05,2.221190118892032e-05,2.3431378116939475e-05,6.286459663472573e-05,4.8779077120766196e-05,4.9824343059068325e-05,7.116518929940353e-05,5.644436066831517e-05,2.2560323168354366e-05,6.977150138166736e-05,3.23161385925076e-05,2.8831918798167163e-05,5.025987053336088e-05,1.951163084830648e-05,0.0001025643240646519,0,0,0,0,7.289187919877985e-05,0,0,0,0,2.4912414409709566e-05,0,9.147816610884794e-05,2.3528391386947925e-05,0,9.668709929294728e-06,0
Shell,,0.004424757530516366,0.005498324927423974,0.005704399780102144,0.00845810459600415,0.0089757033534645,0.011776746928075142,0.015780033015607105,0.0195540101042484,0.024237963634030597,0.029480885859803165,0.03296299211778723,0.04354796371527207,0.04934602934301353,0.061100670112772544,0.06674502794108048,0.08269501587362425,0.07784317998895918,0.0772069240280597,0.08410846934191671,0.08057866911907097,0.08383532146076803,0.06474819210881058,0.05964003294669136,0.08004372018000896,0.05578205765125961,0.05055152628770845,0.04765616745130981,0.05112447157886075,0.03646961476461204,0.04448899391807993,0.04484647469182827,0.04250038115415707,0.047845839007952036,0.04033742102027203,0.04209332571974888,0.04212331398805447,0.03648288598820802,0.036006261077976096,0.03191145253508757
ASP,,0,0,0,0,0,2.1950584704344788e-05,4.9040393605341725e-05,7.961442230067911e-05,0.00020875224118661065,7.534625305261206e-05,0.00018103692931361972,0.00023478079149723404,0.0002389477577263252,7.682704646520675e-05,0.0001526088269921114,0.00024553927885421914,0.00033896719596079536,0.0002744582463637419,0.00021065906697237426,0.0002837525220841615,0.00045386860673485985,9.52070345208788e-05,5.427357136046109e-05,7.38739589994844e-05,7.394173470439384e-05,0.00015675578593354975,0.00014090325817404248,0.00020380294098825227,7.958132380879446e-05,6.48184115660036e-05,6.436661401330321e-05,6.932526491698046e-05,5.7898296452195386e-05,4.059800866767485e-05,3.183252952351778e-05,2.4451073402122352e-05,0,0,0
Visual Basic,,1.1236608836747926e-05,1.0365553888162817e-05,8.269159992409788e-05,3.492930343826294e-05,2.8396391323874604e-05,0.00017343176545789337,0.00010144749840955887,0.0002485272182667563,0.00038672862484856897,0.000360165704501757,0.001076043190489453,0.0012867145780098188,0.0014762072835438607,0.0018882756900702317,0.002319016185227723,0.004080766994647559,0.0034039373840939386,0.0029684518722038642,0.003779884514017145,0.0032234337588334773,0.004683340641264285,0.002530437756894322,0.0018760889098095438,0.0015919205341098177,0.0013668098528743084,0.0012438906715979275,0.0010158175626113247,0.0010656269706298793,0.0006144936100911958,0.0008553290664261932,0.0003101138168989648,0.0001231780490257862,0.00015631208564451896,0.00012146964482093914,0.00021374388867048043,0.00020693081117683504,0.00010566948023896236,0.00011856463894991405,8.396406338087299e-05
Xtend,,0,0,0,0,1.3065824228776659e-05,1.7943731940853278e-05,2.4912171529534162e-05,2.1515057230052233e-05,2.9006129787884182e-05,0.0001559932511631761,5.078250350251195e-05,3.736825729430125e-05,4.2420375996094886e-05,0.0001187548573123754,0.0001774576196016141,0.0003127774344291376,0.00036076265496576434,0.0003374100626171208,0.00039102992760895925,0.0004271585049631388,0.0001486399162184187,4.355274742925553e-05,3.118376715934696e-05,4.0678266098924666e-05,3.283877156165867e-05,1.81179429305703e-05,1.3065824228776659e-05,1.3588457197927725e-05,0,0,1.707267699226817e-05,0,0,0,9.29591152700915e-05,0.00013468842201130936,2.6567175931845872e-05,9.93002641387026e-06,0
LSL,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0104237403587283e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Elm,,0,0,0,0,0,0,3.693272982000869e-05,3.46679869536874e-05,8.918024241705831e-05,0.00013360593897093266,0.0003641041792832513,0.0005761935300023069,0.0007550971946975794,0.0010924395707699668,0.0014206152424491327,0.0018475207575223388,0.0022026030090720574,0.0020729791319242167,0.0027602414515479155,0.002258206147371538,0.00274231526146281,0.0018536664254296285,0.0013142777179970932,0.0014051961140963696,0.0008409211627242487,0.0008136572666952112,0.0005786043147635368,0.0004959199598112677,0.00044377825190611205,0.00044745144344693485,0.0004975043899428,0.00044984716968557794,0.0004899882209401972,0.0003640118258943408,0.00036766077905511525,0.00029966382597641355,0.00026001658734271284,0.00035520479514346195,0.0002800614692949352
Pike,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.971865970426639e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.146076960143662e-06
Less,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001750297321855714
Fancy,,1.1323714331606438e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pure Data,,0,0,0,0,0,0,0,1.7508204466560723e-05,1.4982145115663902e-05,1.1759241805898992e-05,1.7508204466560723e-05,2.700270340613843e-05,5.339566834826728e-05,3.606167487142358e-05,5.923173650378752e-05,3.85877342223204e-05,3.1532189138781e-05,5.6173622168940505e-05,1.7421098971702214e-05,3.039981770562036e-05,2.6392964942128853e-05,0.0001144280902287847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Twig,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.586517190857927e-05
Augeas,,0,0,0,0,0,0,1.1410819826464949e-05,0,0,0,0,0,0,1.2194769280191549e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
J,,0,0,0,0,0,0,0,0,0,0,1.1062397847030905e-05,1.3414246208210704e-05,1.1062397847030905e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TeX,,6.419674971072265e-05,6.811649697935565e-05,8.205337615671742e-05,0.00036898960054247075,0.0003305883849350367,0.0007775375272661981,0.0014441975027966846,0.002063482376809689,0.00234581685210643,0.0018335240562089323,0.0026445136557990087,0.004344601975368523,0.003689117488680902,0.003986650519306483,0.005541990259717914,0.005475321577315917,0.005839498720435518,0.003989219964317206,0.004343126415283302,0.0052938229275661525,0.004939567643511936,0.00328754412382066,0.004791395416489262,0.003070407660666852,0.0028258521047698,0.002311753054315987,0.0025074026798488284,0.0029013359367811163,0.0022643549352670796,0.0026109246224974144,0.002505235255030028,0.001846554265462267,0.0018407268926064102,0.0016402086634940594,0.0017950241857380433,0.0017454509176416427,0.001559023780496287,0.0014014315366139304,0.0011055953553145738
Matlab,,0.00011115829195055608,0.00013775494398749036,0.0004087532557934937,0.0005950782145901221,0.0006919026924744772,0.0007361619868156934,0.0008322700004641234,0.0010658092025930895,0.0014433357609048207,0.0015224085585753332,0.0020258165247297156,0.0026369790301388777,0.003191911568714953,0.002989264175516608,0.003217050826111063,0.003848682518602033,0.0041492015859513785,0.0037239163755032586,0.004063732410019878,0.003874499279030148,0.005151802748409494,0.003355644589316871,0.002947018098219278,0.0031113656219881876,0.002577757169816737,0.002283008259848558,0.002121974057185164,0.0006558281436055131,0.0005245626482333008,0.00045073016441270826,0.00045442089247340597,0.000338162958561428,0.00042281891201359414,0.00030786272807700656,0.00034094703180518373,0.0002878767887344217,0.0002959807809078921,0.00022684740547471947,0.00020552741888010394
XSLT,,0.0016079220387843962,0.0004957740795391213,0.0003214325042238059,0.0006618653963915799,0.0005238288920172699,0.0009952847739456059,0.0008482828196257145,0.0013862485617514055,0.0010167983389058077,0.000934575876328764,0.0012375749285614497,0.0010838737819147458,0.0012875298542240963,0.001355429337578323,0.0017705119728491504,0.0017820382005183017,0.0019172771198358836,0.0016086322228843664,0.0014449730660853234,0.0015561155078908796,0.0015615372998955656,0.001252741221694008,0.0009582555032495058,0.0011658162828234136,0.0011695344927102772,0.001050323133440078,0.0008871372592051317,0.0008338707470828462,0.0004801696046189838,0.000699838254077638,0.0007236373651022075,0.0005572736319045817,0.0005409494043958381,0.0005604860704474663,0.00047126899753203544,0.0005132180031964185,0.0005265125508267306,0.00043435418712570585,0.0001699299720569504
Ragel in Ruby Host,,0,0,0,0,0,0,0,0.00015025218636844184,0.0002711989237039654,0,0,0,6.0558134476965064e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SWIG,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00023484175614061161,0.00024013005404268034,7.80148283442192e-05,0.00011005222041079398,0.00014446742347531193,7.645009447047389e-05,0,8.415545744130381e-05
Cuda,,0,0,0,0.0001320123002162624,7.035450365705017e-05,8.884760475568128e-06,1.646293852825859e-05,2.0731107776325633e-05,7.491072557831951e-05,0.00022958520459317604,0.000272411331382839,0.00031137954851735147,0.0005234787797364017,0.0004496226014022056,0.0004404569877561712,0.0011630849728973265,0.0005722593023397451,0.0006010938249551333,0.0008500888077699643,0.0005629182411087314,0.0005572696510636768,0.0003631884642578858,0.00028624581087652854,0.0003701276594436717,0.0003063124184265326,0.00042322143114111044,0.0003085250633185969,0.0003586869880138732,0.0002273160778639371,0.0002625267785403489,0.00015568148753478968,0.00013245460206808606,0.00025538077270915104,0.0001326224507545452,0.0002044666617226744,0.00019081845754443294,0.00011872894216448114,0.00011009253068679735,0.00025623845168095067
Logos,,0,0,0,1.6375833033400078e-05,2.134084624033521e-05,2.9180340777601204e-05,0.00019140033015636518,2.0382685796891588e-05,2.3170061632363943e-05,5.9191668508206463e-05,8.481518133907052e-05,0.00014483429132838897,0.0002271669895753887,0.00048238781129680125,0.0002992859653351963,0.0002473530847609511,0.0003110610674114792,0.00018041643794920086,0.0001069093310523504,8.14181884796763e-05,0.0015668728855029092,0.0007583898236562178,0.0005375169031045505,8.710549485851107e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jinja,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001200629628363897
Rascal,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0365553888162817e-05,0,0.0008742220691680036,0.000794143183003322,0.00031832529523517783,0.00023681621290857555,0.000123566660440889,8.76547914415707e-05,4.6134100758721424e-05,6.527975257359082e-05,0,0,0,0,0,0,0,0,0,0,0
Puppet,,0.0002109863774833943,0.00023486120950377446,0.00034244664651733993,0.0003764186569022417,0.0008649330321013163,0.001463201929593258,0.0019882660281863415,0.0020837598340081717,0.0018954705324993036,0.0019983995726654998,0.0024113619826327047,0.00332646057847752,0.0028529469935648696,0.0028790415825020368,0.002982220993214619,0.0035922467068361533,0.0027875740247636956,0.0026622432594415636,0.002469943828908734,0.0019576060040417914,0.002144234994182143,0.0022132929894054885,0.0015682063844560522,0.0014937863531398416,0.0009301308986723538,0.0012068349996183442,0.0008980910278956392,0.0011290799520939376,0.0006406673419701139,0.0006762764963516616,0.0006687952764445684,0.0007383414784301286,0.0004668095398152031,0.0006790041145889843,0.0004239113882641821,0.00034579452745126264,0.00040713650113313195,0.00028265765870858964,0.0002704182601582602
Smali,,0,0,0,0,0,0,0,0,0,8.971865970426639e-06,1.7508204466560723e-05,2.2647428663212875e-05,4.843065514133215e-05,2.621875395241183e-05,2.8309285829016095e-05,3.31000880462342e-05,0.00010382974987134518,3.867483971717891e-05,9.494498939577705e-06,0,5.499127496504886e-05,2.3759061890741532e-05,0,0.00016430726259679732,6.400675440294861e-05,4.152069068284928e-05,3.044850650075614e-05,3.6215269095596315e-05,3.2063200027311386e-05,6.389572955082917e-05,4.3596725216991746e-05,4.267404320181731e-05,6.643310509255885e-05,5.997433098633785e-05,4.86714763004511e-05,4.152069068284928e-05,5.282354536873603e-05,4.290471370561092e-05,0
IGOR Pro,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.93002641387026e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PHP,,0.028998648408258908,0.033715194491532166,0.03985165435657541,0.05999784473071447,0.06581280953482008,0.07150693114148443,0.08415744769113603,0.11096953294056124,0.11082082036780788,0.12482885596418655,0.13755811016910888,0.1775397684240699,0.18568433051038166,0.198639768423228,0.21349717658831024,0.23594386053949024,0.22219549328463672,0.20368702197931454,0.20642125105124753,0.20754346978899632,0.21615183125695484,0.16422907057362765,0.15999518667720478,0.18577800312644147,0.12993881862798007,0.120892284243725,0.11278383759979546,0.1192350091207336,0.08030489467289004,0.10350493664277867,0.10392471005246973,0.10179370079130391,0.1063125140762668,0.08960698325225931,0.0956440901941899,0.08866385065742456,0.07592376420328484,0.07049501137898098,0.05782187721506971
Common Lisp,,0.00030967789910661,0.0002505196029410678,0.0004580093467587098,0.0004756438497353729,0.0008183551520437845,0.0006434446867804924,0.0006162112349608915,0.0008138995324895235,0.0008046790849499657,0.001005573676522597,0.0011291388820380396,0.001439395714468443,0.001273242938762072,0.0012367881873176349,0.001252875414296908,0.0014480803353565405,0.001365638125673028,0.0013231951855176738,0.001401878084799819,0.0013556225506191311,0.001363505578845051,0.0008805302105491044,0.001015558396498529,0.0011173181765921523,0.0007430451012256705,0.0009271233354931162,0.0006369452608618463,0.0008866008589245522,0.0005712383410608061,0.0005874599378603725,0.000731597791154263,0.000609765388807887,0.0007208051671115755,0.0005599177984080876,0.0005664491142773384,0.000630005340958788,0.0004502141125009233,0.0004131704954175901,0.000372277397621476
